id,value
id_135,0.848772483611288
id_136,7.834996717304147
id_137,57.01282901179679
id_138,25.60799675181382
id_139,4.961704729242088
id_140,36.41487903906277
id_141,28.79000672197594
id_142,49.19412096197634
id_143,40.30686985573449
id_144,13.316180593982674
id_145,27.661011875229164
id_146,17.158027524366755
id_147,49.68726256929681
id_148,23.030272291604753
id_149,39.24093652484279
id_150,13.196753889412534
id_151,5.948893701039419
id_152,25.821608976304237
id_153,8.258634214291622
id_154,19.146320517225583
id_155,43.18248652651673
id_156,6.717843578093042
id_157,33.86961524681065
id_158,15.369937846981811
id_159,16.939044973551926
id_160,37.885336794634846
id_161,19.202484541054417
id_162,9.059504715654723
id_163,10.283399610648505
id_164,48.672447125698284
id_165,30.587716213230827
id_166,2.477409897532172
id_167,12.811603937805952
id_168,70.32478980976464
id_169,14.840967694067047
id_170,68.8655875667886
id_171,42.74199244486634
id_172,24.000261542920146
id_173,23.420724860321457
id_174,61.672124435682385
id_175,25.494202845059203
id_176,19.00480978686909
id_177,34.88668288189682
id_178,9.402313398379736
id_179,29.520011314408034
id_180,14.573965885700478
id_181,9.125563143203589
id_182,52.812583998131856
id_183,45.039537994389605
id_184,17.452434679183295
id_185,38.493935279714314
id_186,27.03891909264384
id_187,65.58170967424583
id_188,7.037306380769573
id_189,52.7144771341157
id_190,38.20645933704974
id_191,21.169801059557855
id_192,30.247556879488403
id_193,2.714422989716317
id_194,19.932932587640835
id_195,-3.413332337603944
id_196,32.44599940281317
id_197,10.582973029979941
id_198,21.775225707258457
id_199,62.4652920656779
id_200,24.13294368731649
id_201,26.20123964740095
id_202,63.74447723440287
id_203,2.8342977741290327
id_204,14.379246986978854
id_205,9.36985073175388
id_206,9.881166613595415
id_207,3.4949453589721426
id_208,122.6080493792178
id_209,21.08351301448057
id_210,17.532220599455112
id_211,20.18309834459699
id_212,36.393132212281834
id_213,34.93515120529069
id_214,18.830312661458645
id_215,38.34455552272332
id_216,77.91663413807038
id_217,1.7953235508882108
id_218,13.445827939135777
id_219,36.131155590412135
id_220,15.150403498166293
id_221,12.94184833441792
id_222,113.1252409378639
id_223,15.224604677934396
id_224,14.824025968612084
id_225,59.26735368854044
id_226,10.583695290718488
id_227,20.993062563532188
id_228,9.789365880830388
id_229,4.7711800087059775
id_230,47.9278069048129
id_231,12.39943839475103
id_232,48.14647656264416
id_233,40.46638039656415
id_234,16.940590270332937
id_235,41.266544489418735
id_236,69.027892033729
id_237,40.34624924412242
id_238,14.313743982871115
id_239,15.770726634219812
